Bin	Quantity	Sum	Percent
4	3	3	0.02998800479808
5	8,410	8,413	84.09636145542
6	311	8,724	87.20511795282
7	194	8,918	89.14434226309
8	163	9,081	90.77369052379
9	122	9,203	91.99320271891
10	88	9,291	92.87285085966
11	73	9,364	93.60255897641
12	59	9,423	94.19232307077
13	50	9,473	94.69212315074
14	49	9,522	95.18192722911
15	41	9,563	95.59176329468
16	32	9,595	95.91163534586
17	24	9,619	96.15153938425
18	31	9,650	96.46141543383
19	25	9,675	96.71131547381
20	16	9,691	96.8712514994
21	15	9,706	97.02119152339
22	17	9,723	97.19112355058
23	13	9,736	97.32107157137
24	17	9,753	97.49100359856
25	15	9,768	97.64094362255
26	13	9,781	97.77089164334
27	11	9,792	97.88084766094
28	11	9,803	97.99080367853
29	9	9,812	98.08076769292
30	10	9,822	98.18072770892
31	8	9,830	98.26069572171
32	7	9,837	98.33066773291
33	4	9,841	98.3706517393
34	7	9,848	98.4406237505
35	7	9,855	98.5105957617
36	3	9,858	98.54058376649
37	4	9,862	98.58056777289
38	4	9,866	98.62055177929
39	7	9,873	98.69052379048
40	6	9,879	98.75049980008
41	2	9,881	98.77049180328
42	1	9,882	98.78048780488
43	4	9,886	98.82047181128
44	5	9,891	98.87045181927
45	2	9,893	98.89044382247
46	3	9,896	98.92043182727
47	1	9,897	98.93042782887
48	6	9,903	98.99040383846
49	3	9,906	99.02039184326
50	3	9,909	99.05037984806
51	1	9,910	99.06037584966
52	2	9,912	99.08036785286
53	3	9,915	99.11035585766
54	0	9,915	99.11035585766
55	2	9,917	99.13034786086
56	1	9,918	99.14034386246
57	1	9,919	99.15033986405
58	0	9,919	99.15033986405
59	2	9,921	99.17033186725
60	2	9,923	99.19032387045
61	0	9,923	99.19032387045
62	5	9,928	99.24030387845
63	1	9,929	99.25029988005
64	2	9,931	99.27029188325
65	3	9,934	99.30027988804
66	3	9,937	99.33026789284
67	1	9,938	99.34026389444
68	0	9,938	99.34026389444
69	0	9,938	99.34026389444
70	1	9,939	99.35025989604
71	1	9,940	99.36025589764
72	2	9,942	99.38024790084
73	0	9,942	99.38024790084
74	1	9,943	99.39024390244
75	1	9,944	99.40023990404
76	2	9,946	99.42023190724
77	0	9,946	99.42023190724
78	0	9,946	99.42023190724
79	1	9,947	99.43022790884
80	3	9,950	99.46021591363
81	1	9,951	99.47021191523
82	1	9,952	99.48020791683
83	1	9,953	99.49020391843
84	1	9,954	99.50019992003
85	1	9,955	99.51019592163
86	1	9,956	99.52019192323
87	1	9,957	99.53018792483
88	0	9,957	99.53018792483
89	0	9,957	99.53018792483
90	1	9,958	99.54018392643
91	0	9,958	99.54018392643
92	2	9,960	99.56017592963
93	0	9,960	99.56017592963
94	0	9,960	99.56017592963
95	1	9,961	99.57017193123
96	1	9,962	99.58016793283
97	0	9,962	99.58016793283
98	0	9,962	99.58016793283
99	0	9,962	99.58016793283
100	0	9,962	99.58016793283
101	0	9,962	99.58016793283
102	0	9,962	99.58016793283
103	0	9,962	99.58016793283
104	0	9,962	99.58016793283
105	2	9,964	99.60015993603
106	0	9,964	99.60015993603
107	0	9,964	99.60015993603
108	0	9,964	99.60015993603
109	0	9,964	99.60015993603
110	0	9,964	99.60015993603
111	2	9,966	99.62015193922
112	0	9,966	99.62015193922
113	1	9,967	99.63014794082
114	0	9,967	99.63014794082
115	0	9,967	99.63014794082
116	0	9,967	99.63014794082
117	0	9,967	99.63014794082
118	0	9,967	99.63014794082
119	0	9,967	99.63014794082
120	0	9,967	99.63014794082
121	0	9,967	99.63014794082
122	0	9,967	99.63014794082
123	0	9,967	99.63014794082
124	1	9,968	99.64014394242
125	0	9,968	99.64014394242
126	0	9,968	99.64014394242
127	1	9,969	99.65013994402
128	1	9,970	99.66013594562
129	0	9,970	99.66013594562
130	0	9,970	99.66013594562
131	0	9,970	99.66013594562
132	0	9,970	99.66013594562
133	0	9,970	99.66013594562
134	0	9,970	99.66013594562
135	0	9,970	99.66013594562
136	1	9,971	99.67013194722
137	1	9,972	99.68012794882
138	0	9,972	99.68012794882
139	0	9,972	99.68012794882
140	0	9,972	99.68012794882
141	0	9,972	99.68012794882
142	1	9,973	99.69012395042
143	0	9,973	99.69012395042
144	1	9,974	99.70011995202
145	0	9,974	99.70011995202
146	0	9,974	99.70011995202
147	0	9,974	99.70011995202
148	0	9,974	99.70011995202
149	0	9,974	99.70011995202
150	1	9,975	99.71011595362
151	0	9,975	99.71011595362
152	0	9,975	99.71011595362
153	0	9,975	99.71011595362
154	0	9,975	99.71011595362
155	0	9,975	99.71011595362
156	0	9,975	99.71011595362
157	0	9,975	99.71011595362
158	0	9,975	99.71011595362
159	0	9,975	99.71011595362
160	0	9,975	99.71011595362
161	0	9,975	99.71011595362
162	0	9,975	99.71011595362
163	0	9,975	99.71011595362
164	0	9,975	99.71011595362
165	0	9,975	99.71011595362
166	0	9,975	99.71011595362
167	1	9,976	99.72011195522
168	1	9,977	99.73010795682
169	0	9,977	99.73010795682
170	1	9,978	99.74010395842
171	0	9,978	99.74010395842
172	0	9,978	99.74010395842
173	0	9,978	99.74010395842
174	1	9,979	99.75009996002
175	0	9,979	99.75009996002
176	0	9,979	99.75009996002
177	0	9,979	99.75009996002
178	0	9,979	99.75009996002
179	0	9,979	99.75009996002
180	0	9,979	99.75009996002
181	1	9,980	99.76009596162
182	0	9,980	99.76009596162
183	0	9,980	99.76009596162
184	0	9,980	99.76009596162
185	0	9,980	99.76009596162
186	0	9,980	99.76009596162
187	0	9,980	99.76009596162
188	0	9,980	99.76009596162
189	0	9,980	99.76009596162
190	0	9,980	99.76009596162
191	0	9,980	99.76009596162
192	0	9,980	99.76009596162
193	0	9,980	99.76009596162
194	0	9,980	99.76009596162
195	0	9,980	99.76009596162
196	0	9,980	99.76009596162
197	1	9,981	99.77009196321
198	0	9,981	99.77009196321
199	1	9,982	99.78008796481
200	0	9,982	99.78008796481
201	1	9,983	99.79008396641
202	0	9,983	99.79008396641
203	0	9,983	99.79008396641
204	0	9,983	99.79008396641
205	0	9,983	99.79008396641
206	0	9,983	99.79008396641
207	1	9,984	99.80007996801
208	0	9,984	99.80007996801
209	1	9,985	99.81007596961
210	0	9,985	99.81007596961
211	1	9,986	99.82007197121
212	0	9,986	99.82007197121
213	0	9,986	99.82007197121
214	1	9,987	99.83006797281
215	0	9,987	99.83006797281
216	1	9,988	99.84006397441
217	1	9,989	99.85005997601
218	1	9,990	99.86005597761
219	0	9,990	99.86005597761
220	0	9,990	99.86005597761
221	0	9,990	99.86005597761
222	0	9,990	99.86005597761
223	0	9,990	99.86005597761
224	0	9,990	99.86005597761
225	0	9,990	99.86005597761
226	0	9,990	99.86005597761
227	0	9,990	99.86005597761
228	0	9,990	99.86005597761
229	0	9,990	99.86005597761
230	0	9,990	99.86005597761
231	0	9,990	99.86005597761
232	0	9,990	99.86005597761
233	1	9,991	99.87005197921
234	0	9,991	99.87005197921
235	0	9,991	99.87005197921
236	0	9,991	99.87005197921
237	0	9,991	99.87005197921
238	0	9,991	99.87005197921
239	0	9,991	99.87005197921
240	0	9,991	99.87005197921
241	0	9,991	99.87005197921
242	0	9,991	99.87005197921
243	0	9,991	99.87005197921
244	0	9,991	99.87005197921
245	0	9,991	99.87005197921
246	0	9,991	99.87005197921
247	0	9,991	99.87005197921
248	0	9,991	99.87005197921
249	0	9,991	99.87005197921
250	0	9,991	99.87005197921
251	0	9,991	99.87005197921
252	0	9,991	99.87005197921
253	0	9,991	99.87005197921
254	0	9,991	99.87005197921
255	0	9,991	99.87005197921
256	0	9,991	99.87005197921
257	0	9,991	99.87005197921
258	0	9,991	99.87005197921
259	0	9,991	99.87005197921
260	0	9,991	99.87005197921
261	0	9,991	99.87005197921
262	0	9,991	99.87005197921
263	0	9,991	99.87005197921
264	0	9,991	99.87005197921
265	0	9,991	99.87005197921
266	0	9,991	99.87005197921
267	0	9,991	99.87005197921
268	0	9,991	99.87005197921
269	0	9,991	99.87005197921
270	0	9,991	99.87005197921
271	0	9,991	99.87005197921
272	0	9,991	99.87005197921
273	0	9,991	99.87005197921
274	0	9,991	99.87005197921
275	0	9,991	99.87005197921
276	0	9,991	99.87005197921
277	0	9,991	99.87005197921
278	0	9,991	99.87005197921
279	0	9,991	99.87005197921
280	0	9,991	99.87005197921
281	1	9,992	99.88004798081
282	0	9,992	99.88004798081
283	0	9,992	99.88004798081
284	0	9,992	99.88004798081
285	0	9,992	99.88004798081
286	0	9,992	99.88004798081
287	0	9,992	99.88004798081
288	0	9,992	99.88004798081
289	0	9,992	99.88004798081
290	0	9,992	99.88004798081
291	0	9,992	99.88004798081
292	0	9,992	99.88004798081
293	1	9,993	99.89004398241
294	0	9,993	99.89004398241
295	0	9,993	99.89004398241
296	0	9,993	99.89004398241
297	0	9,993	99.89004398241
298	0	9,993	99.89004398241
299	0	9,993	99.89004398241
300	0	9,993	99.89004398241
301	0	9,993	99.89004398241
302	0	9,993	99.89004398241
303	0	9,993	99.89004398241
304	0	9,993	99.89004398241
305	0	9,993	99.89004398241
306	0	9,993	99.89004398241
307	0	9,993	99.89004398241
308	0	9,993	99.89004398241
309	0	9,993	99.89004398241
310	0	9,993	99.89004398241
311	0	9,993	99.89004398241
312	0	9,993	99.89004398241
313	0	9,993	99.89004398241
314	0	9,993	99.89004398241
315	0	9,993	99.89004398241
316	0	9,993	99.89004398241
317	0	9,993	99.89004398241
318	0	9,993	99.89004398241
319	0	9,993	99.89004398241
320	0	9,993	99.89004398241
321	0	9,993	99.89004398241
322	0	9,993	99.89004398241
323	0	9,993	99.89004398241
324	0	9,993	99.89004398241
325	0	9,993	99.89004398241
326	0	9,993	99.89004398241
327	0	9,993	99.89004398241
328	0	9,993	99.89004398241
329	0	9,993	99.89004398241
330	0	9,993	99.89004398241
331	0	9,993	99.89004398241
332	0	9,993	99.89004398241
333	0	9,993	99.89004398241
334	0	9,993	99.89004398241
